"ID","Y","X","Year_HGU","BO2_tempmax_bdmean","X.1","Y.1","optional"
13384,70.9434643999999,25.64001755,2016,8.39030647277832,25.64001755,70.9434643999999,TRUE
13385,70.94336506,25.62605361,2016,8.39030647277832,25.62605361,70.94336506,TRUE
13386,70.94213211,25.6316434899999,2016,8.39030647277832,25.6316434899999,70.94213211,TRUE
13387,70.94856353,25.6226148199999,2016,8.39030647277832,25.6226148199999,70.94856353,TRUE
13388,70.94303394,25.64743417,2016,8.39030647277832,25.64743417,70.94303394,TRUE
13394,70.9438613199999,25.6527529799999,2016,8.39030647277832,25.6527529799999,70.9438613199999,TRUE
13395,70.9394243999999,25.6273920299999,2016,8.39030647277832,25.6273920299999,70.9394243999999,TRUE
13396,70.9433911499999,25.66084364,2016,8.39030647277832,25.66084364,70.9433911499999,TRUE
13419,70.9458556099999,25.61836315,2016,8.39030647277832,25.61836315,70.9458556099999,TRUE
13421,70.9441891099999,25.6431936,2016,8.39030647277832,25.6431936,70.9441891099999,TRUE
13422,70.94300934,25.64394325,2016,8.39030647277832,25.64394325,70.94300934,TRUE
13423,70.94367024,25.64430257,2016,8.39030647277832,25.64430257,70.94367024,TRUE
13425,70.9410056499999,25.62755483,2016,8.39030647277832,25.62755483,70.9410056499999,TRUE
13426,70.94170198,25.6390598099999,2016,8.39030647277832,25.6390598099999,70.94170198,TRUE
13427,70.9409275,25.62890322,2016,8.39030647277832,25.62890322,70.9409275,TRUE
13428,70.94480414,25.6247481099999,2016,8.39030647277832,25.6247481099999,70.94480414,TRUE
13429,70.9469682,25.62661834,2016,8.39030647277832,25.62661834,70.9469682,TRUE
13430,70.9401102399999,25.6312411299999,2016,8.39030647277832,25.6312411299999,70.9401102399999,TRUE
13431,70.94245587,25.66520298,2016,8.39030647277832,25.66520298,70.94245587,TRUE
13432,70.9452447599999,25.62498726,2016,8.39030647277832,25.62498726,70.9452447599999,TRUE
13433,70.93999297,25.6332635899999,2016,8.39030647277832,25.6332635899999,70.93999297,TRUE
13434,70.9487587899999,25.6192424599999,2016,8.39030647277832,25.6192424599999,70.9487587899999,TRUE
13436,70.9375978399999,25.62361976,2016,8.39030647277832,25.62361976,70.9375978399999,TRUE
13437,70.94185416,25.64818353,2016,8.39030647277832,25.64818353,70.94185416,TRUE
13447,62.11397272,5.343311024,2014,10.5359954833984,5.343311024,62.11397272,TRUE
13448,62.1175023999999,5.348457121,2014,10.5359954833984,5.348457121,62.1175023999999,TRUE
13449,62.11981037,5.329842061,2014,15.5405683517456,5.329842061,62.11981037,TRUE
13450,62.11984369,5.33031444,2014,15.5405683517456,5.33031444,62.11984369,TRUE
13451,62.12138017,5.326438419,2014,15.5405683517456,5.326438419,62.12138017,TRUE
13452,62.1147245299999,5.34113761,2014,10.5359954833984,5.34113761,62.1147245299999,TRUE
13453,62.11597544,5.346049074,2014,10.5359954833984,5.346049074,62.11597544,TRUE
13454,62.1186043,5.328780716,2014,15.5405683517456,5.328780716,62.1186043,TRUE
13455,62.11859221,5.325403063,2014,15.5405683517456,5.325403063,62.11859221,TRUE
13456,62.12029528,5.323888842,2014,15.5405683517456,5.323888842,62.12029528,TRUE
13457,62.1203619599999,5.324833598,2014,15.5405683517456,5.324833598,62.1203619599999,TRUE
13458,62.1206710299999,5.322801685,2014,15.5405683517456,5.322801685,62.1206710299999,TRUE
13459,62.12118015,5.323604054,2014,15.5405683517456,5.323604054,62.12118015,TRUE
13460,62.1234923399999,5.324309281,2014,15.5405683517456,5.324309281,62.1234923399999,TRUE
13461,62.11759816,5.330553498,2014,15.5405683517456,5.330553498,62.11759816,TRUE
13462,62.11642779,5.339624476,2014,10.5359954833984,5.339624476,62.11642779,TRUE
13463,62.1158521799999,5.337877289,2014,10.5359954833984,5.337877289,62.1158521799999,TRUE
13464,62.12285516,5.340941162,2014,10.5359954833984,5.340941162,62.12285516,TRUE
13465,62.18926398,5.249818123,2014,12.0413980484009,5.249818123,62.18926398,TRUE
13466,62.19115871,5.241452661,2014,12.0413980484009,5.241452661,62.19115871,TRUE
